id,title,score,time,like,dislike,reply,content,book
1043462,救赎『追风筝的人』读后记,5.0,2006-05-08 11:35:17,522,85,146,"                        我们很难去承认 也很难去面对真实的自己 我们总是勇于包装数字 用华丽的谎言来麻痹自己 顺便欺骗别人 却不敢坦然去面对自己所曾犯下的罪恶……   阿米尔这个富家少爷所犯下的罪行 不也是一样 在面对自己人性中的怯懦、说谎、虚伪、善嫉、矫情、邪恶、自私、自大…… 他选择的是...

                         (展开)
                    ",追风筝的人
1113548,论追风筝的人,4.0,2007-01-20 00:02:54,251,31,81,"                        如果不是那个叫拉登的人，你很难有机会在电视上看到一个和西海固无比近似的地方，除了美国人的军靴和难民的蓬头垢面，它的一切印象符合一个地理系学生的学科经验，干旱、缺水、尘土飞扬以及自然而然的贫穷。之所以这样，一方面缘于一知半解，一方面缘于没有像《追风筝的人》那...

                         (展开)
                    ",追风筝的人
2130873,为你，千千万万遍,5.0,2009-07-10 23:22:31,245,29,34,"                        大凡是有深刻情感经历的人，对这句话都会有一定的敏感度。因为这句话里蕴涵着说者对听者饱满而充溢得几乎止不住外泄的深情。当我们一字一顿地默念这七个字时，“为、你、千、千、万、万、遍”，便仿佛身边所有的喧哗和嘈杂都在瞬间飞弛而去，它们乘上呼啸的列车，在生命的布景...

                         (展开)
                    ",追风筝的人
13839747,阿富汗的残酷现实，都在《追风筝的人》里,5.0,2021-08-30 10:40:55,207,0,19,"这篇书评可能有关键情节透露

                        没有人能在和《追风筝的人》相遇后，内心不被这个故事俘获。 自2003年这部小说在美国出版，2006年译介到中国，十几年过去，它的读者已从青少年成长至中年；全世界不同文化、说不同语言的上千万读者，多半是从这本书开始了解阿富汗，对这个他们原先视野以外的陌生国度有了最初印...

                         (展开)
                    ",追风筝的人
2947131,每一次泪水的洗礼，都是对灵魂的净化。,5.0,2010-01-21 19:28:12,192,25,14,"这篇书评可能有关键情节透露

                               静静蜷在床角捧着这本书，时而流泪时而叹息，耳边神秘园那张专辑不知循环了几遍。读罢，心中一阵释怀，因为索拉博的那抹微笑，更因为阿米尔终于有勇气追寻那只折射着人性光辉的风筝。         轮回这个字眼在脑海中回荡了若干遍。哈桑的兔唇在受重伤的阿米尔脸上“重现...

                         (展开)
                    ",追风筝的人
1044744,三分读其一,4.0,2006-05-13 23:54:24,179,37,67,"                        书的前三分之一是令人惊艳的。我觉得作者的一大贡献是写出了小孩子的邪恶，不像一般著作里把小孩想当然的善良化。这种幼稚、纯真而残忍的邪恶是我从未在别的书中看过的，甚好甚好。在这部分里，童年的“我”和现在的“我”交替出现。有时候面对童年阿米尔的邪恶念头，你真想抽...

                         (展开)
                    ",追风筝的人
1082965,一本制作粗糙且媚俗的畅销书,2.0,2006-10-18 21:38:04,253,114,145,"                        这本书在排行榜上一度排名很高。 好奇，买了看看。 看完发现这是一本制作粗糙且媚俗的畅销书。 写苦难，写赎罪，再拿来卖钱，这个无可厚非。 关键是写得太差。 大量镜头化的描写有的时候让我怀疑这是小说还是电影剧本——甚至还有大量闪回。 书中充满了扁平化，符号化的人物描...

                         (展开)
                    ",追风筝的人
9695995,《追风筝的人》中你最喜欢的一句话,5.0,2018-10-09 17:05:54,121,0,13,"这篇书评可能有关键情节透露

                        为你，千千万万遍。 与本书相识，是一个暖阳高照的秋日。当时是因为封面上的那句话：为你，千千万万遍。许多时候我们总会在不经意间被一句话打动，就像我看《岛上书店》，也是因为封面上的一句话：没有谁是一座孤岛，每本书都是一个世界。 窗外的雨淅淅沥沥地一直在下，却无芭...

                         (展开)
                    ",追风筝的人
2297239,你想要我追那只风筝给你吗？,4.0,2009-09-03 22:35:14,133,14,20,"                        《追风筝的人》原来是一个关于记忆，关于背叛和救赎的小说。 本来以为是那种晦涩的莫名其妙的哲理小说，因此这么多年了都没看。 这一次，因为手边没有其他的书，无奈之下才读了，没想到被深深震撼。  读到深夜只看到一半，第二天很早醒来继续读，终于读完。 对我来说这是读得很...

                         (展开)
                    ",追风筝的人
8526874,经典语录赏析,4.0,2017-05-08 12:58:36,101,3,3,"这篇书评可能有关键情节透露

                        简单的字里行间无法透露出故事中始终隐隐存在的那巨大的悲伤，像是一片灰暗的天空，压得人永远透不过气。 1.每个人心中都有一个风筝，不管那意味着什么，让我们勇敢地去追。 2. 要做怎样的工作，是自己去选择的。重要的一点是，如果你希望能够找到心仪的工作，那么你应该做好准...

                         (展开)
                    ",追风筝的人
6458976,救赎并非不归路,4.0,2013-12-12 22:36:10,102,8,11,"                        　　在我很小的时候，我就熟知自己的懦弱。当学校的小霸王把冰凉的手伸进我的后背取暖，我只会假装不管不顾，最后还是在同学的鼓舞下对他做出反抗；我也知道自己的自私，舅舅送了我一个录音机，来家里小住的表姐对此爱不释手，爸爸——也就是她的舅舅——就给她也买了一个，而...

                         (展开)
                    ",追风筝的人
2923366,"为你,千千万万遍",4.0,2010-01-09 16:13:45,141,52,32,"                        耗时很久.才把这本一直想看的书看完.  细腻的描写,轻轻的讲述. 好像在耳边. 一个记忆力超群的温和男子絮絮而谈. 过往就像一条河流,展开.铺散. 刺痛.味道.苦难.希望.寻找. 便都全无遮掩的显露出来.  作为一个从小接受基督教教育的女孩儿. 一直在思考那些有着更为严格教规的人们....

                         (展开)
                    ",追风筝的人
7435545,为你，千千万万遍,5.0,2015-04-06 11:57:40,85,3,14,"                        我跟儿子说给你推荐一本书吧，《追风筝的人》，我刚读完。 儿子说你先讲讲书的内容。 我刚说这是一个关于阿富汗人的故事。儿子摇摇头，表示对阿富汗这个国家的故事不感兴趣。我觉得很能理解。从听到这本书开始，已经历经大概近十年的时间，期间我也曾因为对它好评如潮应景地买...

                         (展开)
                    ",追风筝的人
4089896,追风筝的人读后感,4.0,2010-10-21 20:58:05,93,12,50,"这篇书评可能有关键情节透露

                               就在这样一个毫无预料的早晨，我读完了这本书，这本在我手机里放了很久很久的书，两个月了吧，从我刚开始找到这本书开始，我也许是被它奇怪的名字吸引了，也许是被它的作者吸引了，一名阿富汗的作家，或者我是被它的内容，两个男孩在阿富汗的成长故事，那样简单的概括，...

                         (展开)
                    ",追风筝的人
1046208,什么是好小说，什么是坏的,2.0,2006-05-20 19:01:25,175,111,93,"                         布鲁姆在评价他心目中的经典时有一个标准，那就是作品和作者创造的人物是否具备陌生性。像莎士比亚的哈姆雷特或者塞万提斯的堂吉诃德，都是与以往文学作品中的人物完全不同，也与以后人们创造的角色永不雷同。其实他的这个标准也大致适用于当今的文学作品。我觉得，什么是好小...

                         (展开)
                    ",追风筝的人
1157953,洞穿我的渺小,5.0,2007-05-20 01:10:11,88,20,62,"                        洞穿我的渺小                  ——《追风筝的人》  加盐          总觉得很多时候，我们爱上一个人，喜欢一本书，钟情一首歌曲，流连一座城市，都是因为当中有我们自己的故事，投入了感情，所以感动。          我对一部好作品的定义其实很简单，能够让我落泪，能够扣动我铁...

                         (展开)
                    ",追风筝的人
7817823,生命不能承受之重,5.0,2016-03-19 08:50:11,59,2,3,"                        这是一本吸引我一口气读完的书，故事引领我去了一个我不了解也从不曾深度关注过的地域和国家！这个叫阿富汗名字的国家，战乱、贫穷、饥饿、塔利班、满目疮痍⋯⋯就是他大多时间呈现给世人的样子，所以绝望和恐怖也是世人给他的标签！文字有时就像锋利的柳叶刀，它轻轻划过...

                         (展开)
                    ",追风筝的人
1101495,读《The Kite Runner》,5.0,2006-12-18 12:55:45,95,42,22,"这篇书评可能有关键情节透露

                        经很久没有像读The Kite Runner这样读书了，连续几个晚上不看电视，不上网，读它直到后半夜。书读完了，但它带给我心灵深处的震撼如Hassan在湖面上扔石头而起的波纹，久久无法散去。   The Kite Runner（台湾中文译本名字为《追风筝的孩子》），是美籍阿富汗作家Khaled Hossein...

                         (展开)
                    ",追风筝的人
9106046,为你，千千万万遍,4.0,2018-01-27 17:39:50,53,3,6,"                        读完《追风筝的人》这本书之后，有一句话铭记在我的脑海中：为你，千千万万遍。没有万语千言，哈桑用寥寥几个字向我们阐述了最真挚的友谊。哈桑的忠诚与阿米尔的背叛最终导致了阿米尔的铤而走险，他救回了侄子，也让自己的灵魂解救，从此不再噩梦萦绕。这本书给我最大的触动是...

                         (展开)
                    ",追风筝的人
3530994,风筝,4.0,2010-08-11 16:24:30,47,5,10,"这篇书评可能有关键情节透露

                        作为一个中国人，我们不会对“意象”陌生。看到这本书的名字时就知道，这个风筝一定有所指。无论是一篇文章还是一部小说，只要是优秀的作品，总会有其主旨，总会让读者收获一些。此书优秀的地方就在于，读完之后，每个人都能收获属于自己的那些。一千个读者中，就会有一千只风...

                         (展开)
                    ",追风筝的人
4394282,我的朋友叫khan,5.0,2010-11-06 04:09:22,41,2,27,"                                终于要离开迪拜了。现在一个人待在机场的候机厅。      上午和巴基斯坦司机一起去机场接人，客人送到机场，我们俩回了办公室。在回办公室的路上，我对他说，中国人的姓有100种，每个都是有意义的，比如我叫史，是history的意思。巴基斯坦的姓氏是否有特殊的含义呢？他...

                         (展开)
                    ",追风筝的人
2651188,追风筝的人,5.0,2009-10-29 22:40:03,42,4,17,"                        这是一本买了很久的书，在床边和书柜都呆很长时间后，才终于翻开。  很多人说这是一个充满悲伤，流溢无奈的故事，或许正是这种评论让我一直没有勇气去认真阅读。我承认自己是个沦落俗套的人，虽然悲剧让人震撼而且记忆深刻，但从感情上更愿意看到美好的大团圆结局，虽然这样的...

                         (展开)
                    ",追风筝的人
2276697,懦弱可以被原谅,5.0,2009-08-27 03:12:09,44,7,9,"                            “我脑海中有两个男孩，其中一个在感情和道德上不知何去何从，摇摆不定；另外一个单纯、忠诚、生性纯良正直。他们的友谊前途暗淡。”     就是这两个阿富汗男孩的故事。阳光下的少爷阿米尔，整个童年，都在为得到父亲的爱而努力，他不知道为什么，但他能感觉到，忠实的玩伴...

                         (展开)
                    ",追风筝的人
9218176,那儿有再次成为好人的路,5.0,2018-03-11 23:18:27,39,3,0,"这篇书评可能有关键情节透露

                        《追风筝的人》，这是一本我大学时候就很想看但一直借不到的书，后来工作了，有能力自己买书了，却没了看的欲望。直到那天因一时无聊搜了同名电影来看，才发现我错过它太久了。还好，不算太晚。 这是一个发生在上世纪后期阿富汗喀布尔，一个战乱的年代，富商之子阿米尔与他的仆...

                         (展开)
                    ",追风筝的人
6585321,真希望好的小说要有始有终,2.0,2014-03-12 23:10:28,36,2,11,"                         先一句话点题，表达我所有的感受：真希望好的小说要有始有终，但是还好我爱的哈桑只在前半段出现。      谁能告诉我这本书为什么这么火？因为梦工厂的推波助澜加了一把火？谁能告诉我在豆瓣这种审美口味尖酸刁的地方它的评分为什么达到了8.8分？因为普世情怀大家相拥跟风外加...

                         (展开)
                    ",追风筝的人
1044494,沉重的风筝,5.0,2006-05-13 02:12:58,44,11,6,"                        我看见一只风筝，飞得那样低，仿佛背负着铅垂一样沉重；还看见一个人，在后面努力的追赶，他的双脚也像被锁链束缚着一般沉重，似乎总是只差那么一步……  《追风筝的人》，一年以来我买给自己读的唯一一本小说，一个医学院毕业的美籍阿富汗移民的处女作，原本打算用来拯救一个...

                         (展开)
                    ",追风筝的人
1359984,和《追风筝的人》有关的一点阿富汗历史,5.0,2008-04-22 22:38:20,30,0,4,"                         看过《追风筝的人》，很想了解阿富汗的历史和文化，想知道阿富汗是怎样变成了现在这个样子。说句题外话，我认为，消除两种文化的隔阂，唯一的途径就是了解对方。对抗只能导致更大的隔阂，双方会越走越远。  我最想了解都是书中关键情节有关的大事件，我把找到的资料也放了上来...

                         (展开)
                    ",追风筝的人
5022867,为你，千千万万遍！——再读《追风筝的人》,5.0,2011-07-14 06:19:04,28,0,2,"                        “为你，千千万万遍。” 再次看完了《追风筝的人》，不得不感慨卡勒德.胡赛尼温暖细腻的笔触。这句话，在我心里久久回荡，于我们每一个人而言，尘世间艰难的旅途中，是否有人能够像哈桑对阿米尔那样“千千万万遍”，挺身而出不曾有一句怨言。“哈桑曾经深爱过我，以前无人那样...

                         (展开)
                    ",追风筝的人
9704152,《追风筝的人》中你最喜欢的一句话,4.0,2018-10-14 15:08:54,26,0,0,"                        说来神奇😊 “为你 千千万万遍”是看书的初衷 “For you,a thousand times over” 真的想不出怎么会有这么妙不可言的翻译~ 但是后来看完全书 了解到这是个与救赎相关的故事 “那儿有再次成为好人的路” 这句话 也许更加扣我心扉吧 还有比如这些 “在阿富汗 有很多儿童却没有...

                         (展开)
                    ",追风筝的人
8899951,读后有感,4.0,2017-11-02 18:23:39,26,0,0,"                        吸引我去静下心来读这本书的是书的名字和封面。 风筝，就好象一位天使般的信使;亦好象一个信使似的的天使，它传递着美好和愿景;联系着人间和天堂。火红的晚霞下，一个小男孩拿着风筝在风中奔跑，多么美好的一幅画呀，然而，当我真正开始阅读时，我发现故事远没有这么简单。 在...

                         (展开)
                    ",追风筝的人
13706763,我一直在漫漫人生中追着童年的风筝,5.0,2021-07-27 13:36:19,25,0,2,"                        “我一直在站在高高的山上， 呼唤着阿里的名字， 啊--阿里神灵的狮子，凡人的王国。 给我悲伤的心灵带来喜悦。” 人性的救赎 在古老的歌谣中，拉开了故事的序幕，作者用温暖细腻的手法勾勒人性的本质与救赎，读来荡气回肠，忆时思绪万千，品时细水长流。  12岁的阿富汗少爷阿米...

                         (展开)
                    ",追风筝的人
8585359,对阿富汗斯坦人与阿富汗斯坦文化的悲悯描绘,4.0,2017-06-06 12:40:39,25,0,0,"                        极为动人的作品……没有虚矫赘文，没有无病呻吟，只有精炼的篇章……细腻勾勒家庭与友谊、背叛与救赎，无须图表与诠释就能打动并启发吾人。作者对祖国的爱显然与对造成它今日沧桑的恨一样深……故事娓娓道来，轻笔淡描，近似川端康成的《千只鹤》，而非马哈福兹的《开罗三部曲...

                         (展开)
                    ",追风筝的人
12039937,读《追风筝的人》，找到那个善良的自己,5.0,2019-11-19 14:30:29,24,0,1,"这篇书评可能有关键情节透露

                        这是一部让人震惊的小说，文学与生活中的许多重要主题，包括爱，忠诚，担当，勇敢，良知，恐惧，愧疚，赎罪等等，里面很多心理描写特别细致，对于人性的善恶很辩证，我们甚至能通过主人公的心理活动看到那个阴暗的自己，小说有很强的代入感，无关时代、无关国别。 01童年的种子...

                         (展开)
                    ",追风筝的人
1968889,追风筝的人,5.0,2009-04-17 11:41:50,0,0,0,"                        一本很好的书，让人窒息的文字和情节。开始时的少年阿米尔和哈桑的篇章，后来成年阿米尔和少年似乎有点老成的索拉博的篇章，都可以让人从中感受到那份揪心的凄凉和被迫的无奈。而故事末端阿米尔和索拉博的情节发展更是让人有种窒息的感觉。长久时间没有读过这么好的书了。

                         (展开)
                    ",追风筝的人
1414566,希望我们都能追到自己的风筝,4.0,2008-06-20 08:13:52,23,1,3,"                            这本小说有很多地方是我之前在书本中很少接触到的，比如说关于阿富汗人民的生活，关于宗教国家的人种争执，关于强权统治下弱势群体的夹缝生活。很奇怪，在这种充满残害的小说中，比较虔诚、比较坚定的总是弱势的人群。他们从一出生就接受了自己弱势的命运，并不争取改变，...

                         (展开)
                    ",追风筝的人
1348782,這是一部 Hollywood 電影的劇本,2.0,2008-04-10 01:00:13,24,3,6,"                        人 總是看不見真相 總是迴避重點 我說的是 我們讀者 或是 只有我自己  作者 在書中 以那湖邊野餐風箏大賽阿炸餅烤魚 渲染出了一個太平盛世的阿富汗 再以他自己刻意宣揚的懦弱與背叛 讓我們忘記了阿富汗社會的真實面貌 似乎那是一個純美至善的國度 沒有貪污 沒有奴隸 沒有宗教種...

                         (展开)
                    ",追风筝的人
1410830,《追风筝的人》经典片段,4.0,2008-06-16 17:33:13,21,2,3,"                        许多年过去了，人们说陈年旧事可以被埋葬，然而我终于明白这是错的，因为往事会自行爬上来。        突然间，哈桑的声音在脑中响起：为你，千千万万遍。哈桑，那个兔唇的哈桑，那个追风筝的人。        哈桑跟我喝过同样的乳汁。我们在同一个院子里的同一片草坪上迈出第一步。...

                         (展开)
                    ",追风筝的人
9873108,《追风筝的人》中你最喜欢的一句话,5.0,2019-01-05 04:22:50,19,0,1,"                        当罪行导致善行，那就是真正的获救。 就是这句了，一生始终行善者罕见之极，但中途明悟后诚心诚意行善积德的人不可胜数，这才是从生活中总结出来的箴言。 我是很难被感动的一类人，心肠很硬，只有认可了的信条我才会去实践。而二十多年来的人生教给我的是活着，没有什么比每天...

                         (展开)
                    ",追风筝的人
8839259,精彩句子,4.0,2017-09-30 16:26:24,18,0,0,"                        1.时间很贪婪——有时候，它会独自吞噬所有的细节。 2.许多年过去了，人们说陈年旧事可以被埋葬，然而我终于明白这是错的，因为往事会自行爬上来。 3.为你，千千万万遍。 4.被真相伤害总比被谎言欺骗的好,得到了再失去，总是比从来就没有得到更伤人。 5.我们总喜欢给自己找很多...

                         (展开)
                    ",追风筝的人
2202617,天籁之音,5.0,2009-08-06 23:49:56,18,0,4,"                               第一次看《追风筝的人》是在3年前，或许是4年。当时这本书刚刚引入中国，各大杂志便开始了精彩导读，我就是在这样的气氛下，不小心，看到了书中最关键的一段，包含那句被评为当年最感动的一句话的那段，那句“为你，千千万万遍”。     一年后，寝室有一位同学买到一本...

                         (展开)
                    ",追风筝的人
1356812,少谈主义多养猪,4.0,2008-04-19 14:08:45,22,4,4,"                            前段日子美国普选, 举国关注, 街头巷尾, 议论纷纷. 就连上课, 各类粉丝都要舌战一番, 激动不已. 普选一过, 似乎还意犹未尽, 老师时不时地问起, 竞选在你们各自国家的情况是怎样的呢, 等等。这个国家总有大把的political animals，而我大多时候都要赶紧披上张羊皮,假装沉默...

                         (展开)
                    ",追风筝的人
6249129,被割断的风筝,5.0,2013-08-27 11:22:29,17,0,2,"                        《追风筝的人》常年占据着各大购书网站畅销榜单上的前几位，久闻大名了，现在读来真的被深深的震撼了。读完之后又找来了电影看，写这篇小感触，不评论书与电影的优劣，只为那个故事，那只飘浮在阿富汗上空的风筝。  ■我误以为只是简单的主仆关系，其实是浓浓的兄弟之情。   阿...

                         (展开)
                    ",追风筝的人
8518592,for you，a thousand times over,5.0,2017-05-04 18:59:09,16,0,2,"这篇书评可能有关键情节透露

                        ""For you, a thousand times over."" ""Children aren't coloring books. You don't get to fill them with your favorite colors."" ""...attention shifted to him like sunflowers turning to the sun."" ""But even when he wasn't around, he was."" ""When you kill a man, you s...

                         (展开)
                    ",追风筝的人
2695047,倒带人生,4.0,2009-11-03 21:00:27,36,13,27,"                        一年前她曾经极力向我推荐这本书。她说这是她在旅途中读过的最感人至深的一部作品。那时她在美国。 她去过全世界五大洲，见过最美的珊瑚和最浓密的森林，见过最蓝的天空和海水，见过各种肤色的人群。 她在21岁时出嫁，对方是网聊认识的外交官，比她大7岁的成都男人，北外毕业的...

                         (展开)
                    ",追风筝的人
1964621,值得大家关注的阿富汗孩子,5.0,2009-04-15 17:43:30,0,0,1,"                        以前对阿富汗和塔利班的感觉停留在一个战乱的伊斯兰国家和一个恐怖组织，直到看了这本书. 阿富汉，一个让孩子绝望的国家； 塔利班，一个豪无人性和道德的组织，居然对那些无辜小孩做出如此低劣的行为，让人愤慨！ 生活在这片土地的孩子如此让人心疼！ 希望这个国家早日远离战争...

                         (展开)
                    ",追风筝的人
10621191,《追风筝的人》中你最喜欢的一句话,5.0,2019-11-01 13:32:18,15,0,0,"这篇书评可能有关键情节透露

                        为你，千千万万遍。 ➹前方涉及严重剧透！！ ★阅读完成时间：2018.12.21 ★阅读方式：纸质版 2003年出版的书，我忘了第一次看是零几年还是一几年了。那时候还太小，懵懂游走于字行间，从未懂过，导致多年后偶然回想起来，脑海中只有深深印刻的一句意味不明的：“为你，千千...

                         (展开)
                    ",追风筝的人
6463409,为了写作而写作,1.0,2013-12-16 13:19:18,21,6,1,"                        这就是为了写作而写作的中学生习题作业，这是疲于应付的拼凑文字，跟前段时间见到的网络小说生成器生成的作品一样，人物性格、情节设置、语言风格都像是按照某一教科书完成的习题作业，就像好莱坞的商业大片一样，完全是按照一个模板套进去的，场景布置、特写、叙事方式统统都...

                         (展开)
                    ",追风筝的人
1983140,有些記憶從未遠離,4.0,2009-04-22 22:19:15,20,5,7,"                        卡德勒·胡賽尼的處女作《追風箏的人》，在讀完第二遍后，我的注意力從小說的情節與故事發展的走向上移開，得以思考和領悟更多。在我看來，他之所以寫下它，是因為有些記憶從未從生命中遠離，更因為他得以從中找到自己心靈的真正歸屬，書中有屬於他自己的阿富汗。  整部小說作...

                         (展开)
                    ",追风筝的人
1072419,关于风筝的意象,4.0,2006-09-08 16:26:57,9,4,3,"                         一、 今年最火爆的美国小说是《追风筝的人》，在阿富汗破碎的种族战乱场景中，人性的灰暗令人窒息，救赎艰难而漫长。唯一明亮过的画面，是阿富汗传统的斗风筝。在这个故事里，风筝是最重要的情节工具，斗风筝是重彩篇章和凄凉挽歌。 放风筝可以如此野性。天上所有的风筝，从清...

                         (展开)
                    ",追风筝的人
9599839,《追风筝的人》中你最喜欢的一句话,5.0,2018-08-18 00:45:22,14,0,0,"这篇书评可能有关键情节透露

                        被哈桑的'为你千千万万遍'深深感动，被法里德的'为你千千万万遍'震慑流泪。主人公童年与哈桑的美好记忆里又夹杂着几丝嫉妒怯懦和悔意，随着时间流逝被掩埋起来的秘密使他愈发痛苦，一直在他认为伟大的父亲的庇护下长大，最终还是失去这样的庇护，这才使他只能自己强大，自己去...

                         (展开)
                    ",追风筝的人
1582184,每个人心中都有一只风筝,5.0,2008-12-12 14:45:41,12,0,3,"                           追，追风筝。简单不过的幼年游戏在卡勒德•胡赛尼细腻生动的刻画下成了开启成人世界的钥匙。这把钥匙终止了少年的无忧无虑。背叛友谊的焦灼让主人公阿米儿变得自责却更加胆怯，虚张声势的凶恶只为埋藏心中的那句对不起；惨遭背叛的哈桑变的更加小心翼翼，心中只能默认种族...

                         (展开)
                    ",追风筝的人
1399284,赎罪,5.0,2008-06-05 14:38:56,0,0,0,"                        因为《赎罪》而选择了这本书 花了两天看完了，心中久久不能平静⋯⋯ 很多时候我们都不能面对自己的错误，而选择逃避，但是并不代表就没有伤害。 迟早有一天我们是需要去面对的，如果我们能早一点面对，也许伤害会更少。 很少会陷入到书中的情节而心情而跌宕起伏，很少会被...

                         (展开)
                    ",追风筝的人
13648093,为你千千万万遍,,2021-07-02 06:38:48,13,0,2,"                        为你千千万万遍，这个声音一直在阿米尔的心中回荡着，一直啃噬着他的心。这所有的一切都缘于阿米尔的懦弱，在看到好朋友哈桑受到强暴时，自已没有挺身而出，而是选择假装没有看见，默默离开。 《追风筝的人》这本书是一本震撼心灵的书，它通过描写阿米尔和哈桑的过往故事，引发...

                         (展开)
                    ",追风筝的人
12365277,《追风筝的人》中你最喜欢的一句话,,2020-03-09 14:52:54,13,0,2,"                        得到了再失去，总是比从来就没有得到更伤人。 时间，有时候独自吞噬所有细节。 被真相伤害总比被谎言安慰好。 这三句话，比“为你，千千万万遍”更让我感触。 以前，有人问我，“从没在一起过和到最后没在一起哪个结果让你更难过？” 当时，我不假思索地说，当然是从未在一起过...

                         (展开)
                    ",追风筝的人
7748136,人性的救赎,5.0,2016-01-24 21:42:43,13,0,0,"这篇书评可能有关键情节透露

                                13年10月去北京出差，随手带了这本刚买来的小说，高铁上旁边的同事睡意昏沉，而我却将书读了大半，其间还几度泪眼模糊，许多年没遇到这样吸引我的小说了。         阿富汗，一个陌生的国度，经年累月的战争贫困、塔利班让我们对它心生畏惧和偏见，而能读到的属于这片土...

                         (展开)
                    ",追风筝的人
2050824,童年，沾染上血,5.0,2009-06-01 19:22:51,5,0,0,"                        风筝和童年是这本书的钥匙，它们开启了阿富汗兄弟悲惨伤而又广阔的人生，并且，借由它们，仇怨了结，负罪获赎，索拉博嘴角上微微翘起的微笑宣示了苦难自身的愈合。 　　 那是阿富汗人的方式，挑风筝试线要割破手指，斗风筝的孩子指甲破裂、满手磨茧、血痕累累，但他们的快乐更...

                         (展开)
                    ",追风筝的人
6453490,隐藏的自己,4.0,2013-12-08 19:54:05,1,0,0,"                               作者是阿富汗人，阿拉伯地区的书好像真没读过，是个可开辟的方向。很多读者印象深的话中，应该有这句吧“为你，千千万万遍”，耳边真有这样一句话响起的话，绝对击中泪点了。        书中我看到的是:隐藏着的自己，每个人也许都会有那么一面，自己也是偶尔才会窥视到的...

                         (展开)
                    ",追风筝的人
2241373,读《追风筝的人》小感,5.0,2009-08-17 15:46:17,5,0,1,"                              中午没有睡午觉，把《追风筝的人》看完了。看到阿米尔的父亲死去的时候，看到阿米尔最后为沉默的索拉博追风筝的时候，眼泪顺着脸颊流了下来。这是一个感人至深的故事，仿佛好久都没有读过这么好的小说了。      阿富汗伊斯兰文化气息渗入其中，这可能是我看的第一部以中...

                         (展开)
                    ",追风筝的人
1248645,阿富汗，你的天空是否还有风筝在飞?,5.0,2007-11-28 11:47:45,6,2,3,"                        阿富汗，你的天空是否还有风筝在飞   一个星期了，还是没有完全从《追风筝的人》的故事中抽离出来 今天意外的发现，老板读过这本书，参过军的一个美国师兄也读过这本书， 师兄说他看的时候哭得像个孩子，因为他有认识的战友就死在塔利班的火箭弹下面   有两天晚上，我甚至做梦...

                         (展开)
                    ",追风筝的人
1053149,总有一天你会发现你忽略或者故意遗漏了什么东西,5.0,2006-06-19 16:46:48,4,0,1,"                        我在今天自己的blog上写了一段关于这本书的内容。http://kangkang.bokee.com/5261954.html  “这个周末让我想了很多，但我想主要原因还是我看了一本小说，《追风筝的人》。它告诉我，丢失了的东西，往往很难找回来。哪怕是仇恨，还是爱，或者压根仅仅是一点信任。”  我相信自...

                         (展开)
                    ",追风筝的人
1050556,『為你，千千萬萬遍。』,5.0,2006-06-07 12:03:01,3,0,0,"这篇书评可能有关键情节透露

                        不記得過去曾看哪一本書看到流淚。這幾年也因為書寫文字，所以對文字不免苛求起來，嚴重時，邊看書邊惋惜，或不知不覺暗自評論用字遣詞劇情編排也是常有的事。但我得袒白，閱讀《追風箏的孩子》這本書時，我竟哭了。  這本被廣泛討論的書，網路隨便蒐尋一下，就可以看到為數眾...

                         (展开)
                    ",追风筝的人
1513175,孱弱，是每个人心底的恶魔,5.0,2008-10-03 00:38:23,2,0,0,"                        大概是在北京与小雅同居密友期间，接触到了强大的童年理论。  在很长一段时间内，我只管一路前行，从不审视过去的自己。觉得，那和现在的我没有任何关系。  但是小雅常说到。她常说，在她小的时候，父母总是忙生意，把她一个人关在家里玩。她的童年，极度缺乏安全感，并且孤独...

                         (展开)
                    ",追风筝的人
1151342,巧合中，阿富汗被妖魔化了,4.0,2007-05-02 19:38:50,4,4,7,"                        两年前在清华碰到一个经常在亚洲各地旅行的印尼华裔留学生，除了集邮-共同爱好外，谈到了旅行。那时我还是个土鳖，可他已经把东南亚，南亚和中亚走完了，战后的阿富汗他也去过了，我问及是否危险时他讲到在阿富汗遭遇的不是生命威胁而是大胡子男人的性骚扰（同性的，他也是男的...

                         (展开)
                    ",追风筝的人
8269838,追逐真心,5.0,2017-01-02 22:25:35,10,0,0,"                        兄弟本是同根生，彼此不知血缘亲。 须臾不离童真乐，欢乐节日惊变生。 路见不平心畏惧，眼看好友遭欺凌。 愧疚在心不可去，日日自恨且自弃。 因父偏爱心生恨，设计嫁祸逐他去。 倏忽数载时光逝，惊闻故人已身故。 正恨当年事不该，又知实为亲弟兄。 接回遗孤身负伤，再追风筝赎...

                         (展开)
                    ",追风筝的人
7620068,好作品应该是留有余味的,5.0,2015-10-08 10:05:55,10,0,0,"                        我始终坚持认为一本好书是应该能够发人深思的，能轻易地在字里行间找到共鸣，当合上书本的时候，无论的发人深思还是兴味盎然，至少应该是留有余味的。互联网时代，选择性多了，看的多了，看似百毒不侵，实则麻木不仁，能触及到心灵的书籍可能很多，但真正能静下心来接受熏陶的...

                         (展开)
                    ",追风筝的人
